archivo,nodos,densidad,particiones,i,j,algs,tt,ta
instancias/solved/instancia-30-10-20.2.4.col.11,30,10,20,2,4,11,0.142158,0.0330231
instancias/solved/instancia-30-10-20.2.4.col.19,30,10,20,2,4,19,0.172646,0.0322659
instancias/solved/instancia-30-10-20.2.4.col.3,30,10,20,2,4,3,0.496892,0.474502
instancias/solved/instancia-30-10-20.2.4.col.8,30,10,20,2,4,8,0.115639,0.0349891
instancias/solved/instancia-30-10-20.2.5.col.0,30,10,20,2,5,0,0.648016,0.637726
instancias/solved/instancia-30-10-20.2.5.col.11,30,10,20,2,5,11,0.131876,0.033479
instancias/solved/instancia-30-10-20.2.5.col.19,30,10,20,2,5,19,0.123078,0.0103769
instancias/solved/instancia-30-10-20.2.5.col.3,30,10,20,2,5,3,0.302295,0.27351
instancias/solved/instancia-30-10-20.2.5.col.8,30,10,20,2,5,8,0.105344,0.0293109
instancias/solved/instancia-30-10-20.3.1.col.0,30,10,20,3,1,0,0.42305,0.418165
instancias/solved/instancia-30-10-20.3.1.col.11,30,10,20,3,1,11,0.163675,0.082541
instancias/solved/instancia-30-10-20.3.1.col.19,30,10,20,3,1,19,0.164167,0.0327539
instancias/solved/instancia-30-10-20.3.1.col.3,30,10,20,3,1,3,0.566241,0.544196
instancias/solved/instancia-30-10-20.3.1.col.8,30,10,20,3,1,8,0.0850081,0.0288029
instancias/solved/instancia-30-10-20.3.2.col.0,30,10,20,3,2,0,0.776396,0.767045
instancias/solved/instancia-30-10-20.3.2.col.11,30,10,20,3,2,11,0.124293,0.033921
instancias/solved/instancia-30-10-20.3.2.col.19,30,10,20,3,2,19,0.13606,0.0344312
instancias/solved/instancia-30-10-20.3.2.col.3,30,10,20,3,2,3,0.278694,0.252846
instancias/solved/instancia-30-10-20.3.2.col.8,30,10,20,3,2,8,0.110359,0.0359099
instancias/solved/instancia-30-10-20.3.3.col.0,30,10,20,3,3,0,0.491821,0.486817
instancias/solved/instancia-30-10-20.3.3.col.11,30,10,20,3,3,11,0.108668,0.027832
instancias/solved/instancia-30-10-20.3.3.col.19,30,10,20,3,3,19,0.137654,0.0494769
instancias/solved/instancia-30-10-20.3.3.col.3,30,10,20,3,3,3,0.468765,0.446286
instancias/solved/instancia-30-10-20.3.3.col.8,30,10,20,3,3,8,0.0892491,0.0273271
instancias/solved/instancia-30-10-20.3.4.col.0,30,10,20,3,4,0,0.728611,0.722624
instancias/solved/instancia-30-10-20.3.4.col.11,30,10,20,3,4,11,0.116276,0.026639
instancias/solved/instancia-30-10-20.3.4.col.19,30,10,20,3,4,19,0.112942,0.017086
instancias/solved/instancia-30-10-20.3.4.col.3,30,10,20,3,4,3,0.525269,0.503117
instancias/solved/instancia-30-10-20.3.4.col.8,30,10,20,3,4,8,0.121884,0.0478141
instancias/solved/instancia-30-10-20.3.5.col.0,30,10,20,3,5,0,0.463261,0.455127
instancias/solved/instancia-30-10-20.3.5.col.11,30,10,20,3,5,11,0.121616,0.020309
instancias/solved/instancia-30-10-20.3.5.col.19,30,10,20,3,5,19,0.116404,0.0155602
instancias/solved/instancia-30-10-20.3.5.col.3,30,10,20,3,5,3,0.337535,0.308205
instancias/solved/instancia-30-10-20.3.5.col.8,30,10,20,3,5,8,0.094269,0.0178339
instancias/solved/instancia-30-10-20.4.1.col.0,30,10,20,4,1,0,0.437289,0.427326
instancias/solved/instancia-30-10-20.4.1.col.11,30,10,20,4,1,11,0.134213,0.0428751
instancias/solved/instancia-30-10-20.4.1.col.19,30,10,20,4,1,19,0.129911,0.023072
instancias/solved/instancia-30-10-20.4.1.col.3,30,10,20,4,1,3,0.425437,0.398003
instancias/solved/instancia-30-10-20.4.1.col.8,30,10,20,4,1,8,0.126196,0.0547812
instancias/solved/instancia-30-10-20.4.2.col.0,30,10,20,4,2,0,0.464444,0.455185
instancias/solved/instancia-30-10-20.4.2.col.11,30,10,20,4,2,11,0.110909,0.0307479
instancias/solved/instancia-30-10-20.4.2.col.19,30,10,20,4,2,19,0.121613,0.0298669
instancias/solved/instancia-30-10-20.4.2.col.3,30,10,20,4,2,3,0.232983,0.204728
instancias/solved/instancia-30-10-20.4.2.col.8,30,10,20,4,2,8,0.0889132,0.0254152
instancias/solved/instancia-30-10-20.4.3.col.0,30,10,20,4,3,0,0.403668,0.394135
instancias/solved/instancia-30-10-20.4.3.col.11,30,10,20,4,3,11,0.132889,0.0343049
instancias/solved/instancia-30-10-20.4.3.col.19,30,10,20,4,3,19,0.20284,0.0389409
instancias/solved/instancia-30-10-20.4.3.col.3,30,10,20,4,3,3,0.47685,0.455471
instancias/solved/instancia-30-10-20.4.3.col.8,30,10,20,4,3,8,0.114614,0.046196
instancias/solved/instancia-30-10-20.4.4.col.0,30,10,20,4,4,0,0.371438,0.367408
instancias/solved/instancia-30-10-20.4.4.col.11,30,10,20,4,4,11,0.107232,0.023926
instancias/solved/instancia-30-10-20.4.4.col.19,30,10,20,4,4,19,0.132024,0.0282149
instancias/solved/instancia-30-10-20.4.4.col.3,30,10,20,4,4,3,0.488258,0.469694
instancias/solved/instancia-30-10-20.4.4.col.8,30,10,20,4,4,8,0.112295,0.0466089
instancias/solved/instancia-30-10-20.4.5.col.0,30,10,20,4,5,0,0.38538,0.377079
instancias/solved/instancia-30-10-20.4.5.col.11,30,10,20,4,5,11,0.127248,0.036623
instancias/solved/instancia-30-10-20.4.5.col.19,30,10,20,4,5,19,0.154203,0.0389051
instancias/solved/instancia-30-10-20.4.5.col.3,30,10,20,4,5,3,0.443531,0.418305
instancias/solved/instancia-30-10-20.4.5.col.8,30,10,20,4,5,8,0.10818,0.0361128
instancias/solved/instancia-30-10-20.5.1.col.0,30,10,20,5,1,0,0.579213,0.573774
instancias/solved/instancia-30-10-20.5.1.col.11,30,10,20,5,1,11,0.161369,0.0531569
instancias/solved/instancia-30-10-20.5.1.col.19,30,10,20,5,1,19,0.178228,0.0464211
instancias/solved/instancia-30-10-20.5.1.col.3,30,10,20,5,1,3,0.351103,0.318832
instancias/solved/instancia-30-10-20.5.1.col.8,30,10,20,5,1,8,0.132537,0.0410171
instancias/solved/instancia-30-10-20.5.2.col.0,30,10,20,5,2,0,0.540616,0.536372
instancias/solved/instancia-30-10-20.5.2.col.11,30,10,20,5,2,11,0.124167,0.0366299
instancias/solved/instancia-30-10-20.5.2.col.19,30,10,20,5,2,19,0.168174,0.0310431
instancias/solved/instancia-30-10-20.5.2.col.3,30,10,20,5,2,3,0.978863,0.9529
instancias/solved/instancia-30-10-20.5.2.col.8,30,10,20,5,2,8,0.187581,0.117023
instancias/solved/instancia-30-10-20.5.3.col.0,30,10,20,5,3,0,0.533746,0.527809
instancias/solved/instancia-30-10-20.5.3.col.11,30,10,20,5,3,11,0.126338,0.0466928
instancias/solved/instancia-30-10-20.5.3.col.19,30,10,20,5,3,19,0.116457,0.0113571
instancias/solved/instancia-30-10-20.5.3.col.3,30,10,20,5,3,3,0.724806,0.693491
instancias/solved/instancia-30-10-20.5.3.col.8,30,10,20,5,3,8,0.259399,0.191565
instancias/solved/instancia-30-10-20.5.4.col.0,30,10,20,5,4,0,0.747289,0.737924
instancias/solved/instancia-30-10-20.5.4.col.11,30,10,20,5,4,11,0.121693,0.0262101
instancias/solved/instancia-30-10-20.5.4.col.19,30,10,20,5,4,19,0.125855,0.0291631
instancias/solved/instancia-30-10-20.5.4.col.3,30,10,20,5,4,3,0.671309,0.640184
instancias/solved/instancia-30-10-20.5.4.col.8,30,10,20,5,4,8,0.110828,0.0315011
instancias/solved/instancia-30-10-20.5.5.col.0,30,10,20,5,5,0,0.544289,0.534954
instancias/solved/instancia-30-10-20.5.5.col.11,30,10,20,5,5,11,0.113283,0.018661
instancias/solved/instancia-30-10-20.5.5.col.19,30,10,20,5,5,19,0.114226,0.0167911
instancias/solved/instancia-30-10-20.5.5.col.3,30,10,20,5,5,3,0.499847,0.473987
instancias/solved/instancia-30-10-20.5.5.col.8,30,10,20,5,5,8,0.107406,0.0300801
instancias/solved/instancia-30-10-5.1.1.col.0,30,10,5,1,1,0,0.00483108,0.00423694
instancias/solved/instancia-30-10-5.1.1.col.11,30,10,5,1,1,11,0.0244329,0.004807
instancias/solved/instancia-30-10-5.1.1.col.19,30,10,5,1,1,19,0.0437019,0.021662
instancias/solved/instancia-30-10-5.1.1.col.3,30,10,5,1,1,3,0.0145602,0.00678802
instancias/solved/instancia-30-10-5.1.1.col.8,30,10,5,1,1,8,0.023984,0.00580502
instancias/solved/instancia-30-10-5.1.2.col.0,30,10,5,1,2,0,0.00478601,0.00422788
instancias/solved/instancia-30-10-5.1.2.col.11,30,10,5,1,2,11,0.00915599,0.00277305
instancias/solved/instancia-30-10-5.1.2.col.19,30,10,5,1,2,19,0.0115559,0.00282812
instancias/solved/instancia-30-10-5.1.2.col.3,30,10,5,1,2,3,0.00733304,0.00371003
instancias/solved/instancia-30-10-5.1.2.col.8,30,10,5,1,2,8,0.00914502,0.00307202
instancias/solved/instancia-30-10-5.1.3.col.0,30,10,5,1,3,0,0.00445104,0.0037632
instancias/solved/instancia-30-10-5.1.3.col.11,30,10,5,1,3,11,0.00764084,0.00269914
instancias/solved/instancia-30-10-5.1.3.col.19,30,10,5,1,3,19,0.0104539,0.00335503
instancias/solved/instancia-30-10-5.1.3.col.3,30,10,5,1,3,3,0.00949192,0.00433683
instancias/solved/instancia-30-10-5.1.3.col.8,30,10,5,1,3,8,0.00713301,0.00275207
instancias/solved/instancia-30-10-5.1.4.col.0,30,10,5,1,4,0,0.00436616,0.00377083
instancias/solved/instancia-30-10-5.1.4.col.11,30,10,5,1,4,11,0.0255699,0.00505781
instancias/solved/instancia-30-10-5.1.4.col.19,30,10,5,1,4,19,0.0277562,0.00314999
instancias/solved/instancia-30-10-5.1.4.col.3,30,10,5,1,4,3,0.00791407,0.00379491
instancias/solved/instancia-30-10-5.1.4.col.8,30,10,5,1,4,8,0.0138538,0.00482798
instancias/solved/instancia-30-10-5.1.5.col.0,30,10,5,1,5,0,0.00454092,0.00396395
instancias/solved/instancia-30-10-5.1.5.col.11,30,10,5,1,5,11,0.0165591,0.00565219
instancias/solved/instancia-30-10-5.1.5.col.19,30,10,5,1,5,19,0.0199111,0.00505996
instancias/solved/instancia-30-10-5.1.5.col.3,30,10,5,1,5,3,0.0192289,0.0153849
instancias/solved/instancia-30-10-5.1.5.col.8,30,10,5,1,5,8,0.01579,0.00470304
instancias/solved/instancia-30-10-5.2.1.col.0,30,10,5,2,1,0,0.00458789,0.00402904
instancias/solved/instancia-30-10-5.2.1.col.11,30,10,5,2,1,11,0.0160291,0.00436306
instancias/solved/instancia-30-10-5.2.1.col.19,30,10,5,2,1,19,0.013232,0.00564504
instancias/solved/instancia-30-10-5.2.1.col.3,30,10,5,2,1,3,0.00742793,0.00429797
instancias/solved/instancia-30-10-5.2.1.col.8,30,10,5,2,1,8,0.013202,0.00400686
instancias/solved/instancia-30-10-5.2.2.col.0,30,10,5,2,2,0,0.0044229,0.00387001
instancias/solved/instancia-30-10-5.2.2.col.11,30,10,5,2,2,11,0.0148821,0.00430417
instancias/solved/instancia-30-10-5.2.2.col.19,30,10,5,2,2,19,0.022615,0.00370812
instancias/solved/instancia-30-10-5.2.2.col.3,30,10,5,2,2,3,0.00805593,0.0040071
instancias/solved/instancia-30-10-5.2.2.col.8,30,10,5,2,2,8,0.0121789,0.00410414
instancias/solved/instancia-30-10-5.2.3.col.0,30,10,5,2,3,0,0.010849,0.00949311
instancias/solved/instancia-30-10-5.2.3.col.11,30,10,5,2,3,11,0.020771,0.00349522
instancias/solved/instancia-30-10-5.2.3.col.19,30,10,5,2,3,19,0.0275578,0.00426602
instancias/solved/instancia-30-10-5.2.3.col.3,30,10,5,2,3,3,0.00859094,0.00425792
instancias/solved/instancia-30-10-5.2.3.col.8,30,10,5,2,3,8,0.0168278,0.00500202
instancias/solved/instancia-30-10-5.2.4.col.0,30,10,5,2,4,0,0.00384998,0.00333285
instancias/solved/instancia-30-10-5.2.4.col.11,30,10,5,2,4,11,0.00576115,0.00245309
instancias/solved/instancia-30-10-5.2.4.col.19,30,10,5,2,4,19,0.00878906,0.00310087
instancias/solved/instancia-30-10-5.2.4.col.3,30,10,5,2,4,3,0.00497484,0.00257087
instancias/solved/instancia-30-10-5.2.4.col.8,30,10,5,2,4,8,0.00597596,0.00259805
instancias/solved/instancia-30-10-5.2.5.col.0,30,10,5,2,5,0,0.0109,0.00995994
instancias/solved/instancia-30-10-5.2.5.col.11,30,10,5,2,5,11,0.0160909,0.00444889
instancias/solved/instancia-30-10-5.2.5.col.19,30,10,5,2,5,19,0.0244961,0.00442505
instancias/solved/instancia-30-10-5.2.5.col.3,30,10,5,2,5,3,0.0123589,0.00525403
instancias/solved/instancia-30-10-5.2.5.col.8,30,10,5,2,5,8,0.012584,0.00406194
instancias/solved/instancia-30-10-5.3.1.col.0,30,10,5,3,1,0,0.00722694,0.00669312
instancias/solved/instancia-30-10-5.3.1.col.11,30,10,5,3,1,11,0.0272582,0.0039959
instancias/solved/instancia-30-10-5.3.1.col.19,30,10,5,3,1,19,0.023057,0.00291705
instancias/solved/instancia-30-10-5.3.1.col.3,30,10,5,3,1,3,0.0161531,0.00771189
instancias/solved/instancia-30-10-5.3.1.col.8,30,10,5,3,1,8,0.022711,0.00431395
instancias/solved/instancia-30-10-5.3.2.col.0,30,10,5,3,2,0,0.00479794,0.00425315
instancias/solved/instancia-30-10-5.3.2.col.11,30,10,5,3,2,11,0.017647,0.00372696
instancias/solved/instancia-30-10-5.3.2.col.19,30,10,5,3,2,19,0.020792,0.00543404
instancias/solved/instancia-30-10-5.3.2.col.3,30,10,5,3,2,3,0.0104859,0.00618792
instancias/solved/instancia-30-10-5.3.2.col.8,30,10,5,3,2,8,0.0154078,0.00430799
instancias/solved/instancia-30-10-5.3.3.col.0,30,10,5,3,3,0,0.00468612,0.00418401
instancias/solved/instancia-30-10-5.3.3.col.11,30,10,5,3,3,11,0.0184951,0.00384808
instancias/solved/instancia-30-10-5.3.3.col.19,30,10,5,3,3,19,0.0200949,0.00309706
instancias/solved/instancia-30-10-5.3.3.col.3,30,10,5,3,3,3,0.00941586,0.00486803
instancias/solved/instancia-30-10-5.3.3.col.8,30,10,5,3,3,8,0.016577,0.00371718
instancias/solved/instancia-30-10-5.3.4.col.0,30,10,5,3,4,0,0.0125248,0.0109792
instancias/solved/instancia-30-10-5.3.4.col.11,30,10,5,3,4,11,0.0131531,0.00404906
instancias/solved/instancia-30-10-5.3.4.col.19,30,10,5,3,4,19,0.0208969,0.00446296
instancias/solved/instancia-30-10-5.3.4.col.3,30,10,5,3,4,3,0.00844908,0.00360203
instancias/solved/instancia-30-10-5.3.4.col.8,30,10,5,3,4,8,0.0106182,0.00399709
instancias/solved/instancia-30-10-5.3.5.col.0,30,10,5,3,5,0,0.0110531,0.00886393
instancias/solved/instancia-30-10-5.3.5.col.11,30,10,5,3,5,11,0.011121,0.00263906
instancias/solved/instancia-30-10-5.3.5.col.19,30,10,5,3,5,19,0.012867,0.00306702
instancias/solved/instancia-30-10-5.3.5.col.3,30,10,5,3,5,3,0.0114141,0.00736499
instancias/solved/instancia-30-10-5.3.5.col.8,30,10,5,3,5,8,0.00980496,0.00268698
instancias/solved/instancia-30-10-5.4.1.col.0,30,10,5,4,1,0,0.00755692,0.00588179
instancias/solved/instancia-30-10-5.4.1.col.11,30,10,5,4,1,11,0.0247729,0.00444889
instancias/solved/instancia-30-10-5.4.1.col.19,30,10,5,4,1,19,0.0248022,0.00352907
instancias/solved/instancia-30-10-5.4.1.col.3,30,10,5,4,1,3,0.0145719,0.00640321
instancias/solved/instancia-30-10-5.4.1.col.8,30,10,5,4,1,8,0.020566,0.00454712
instancias/solved/instancia-30-10-5.4.2.col.0,30,10,5,4,2,0,0.00906587,0.00748277
instancias/solved/instancia-30-10-5.4.2.col.11,30,10,5,4,2,11,0.0102351,0.00422692
instancias/solved/instancia-30-10-5.4.2.col.19,30,10,5,4,2,19,0.0106368,0.00404596
instancias/solved/instancia-30-10-5.4.2.col.3,30,10,5,4,2,3,0.00748706,0.00414085
instancias/solved/instancia-30-10-5.4.2.col.8,30,10,5,4,2,8,0.00990701,0.00465393
instancias/solved/instancia-30-10-5.4.3.col.0,30,10,5,4,3,0,0.00966001,0.00849986
instancias/solved/instancia-30-10-5.4.3.col.11,30,10,5,4,3,11,0.00824094,0.00283194
instancias/solved/instancia-30-10-5.4.3.col.19,30,10,5,4,3,19,0.0097909,0.00305009
instancias/solved/instancia-30-10-5.4.3.col.3,30,10,5,4,3,3,0.00584412,0.00306582
instancias/solved/instancia-30-10-5.4.3.col.8,30,10,5,4,3,8,0.00723505,0.00281501
instancias/solved/instancia-30-10-5.4.4.col.0,30,10,5,4,4,0,0.00624394,0.004637
instancias/solved/instancia-30-10-5.4.4.col.11,30,10,5,4,4,11,0.0177341,0.00521398
instancias/solved/instancia-30-10-5.4.4.col.19,30,10,5,4,4,19,0.0266418,0.00510287
instancias/solved/instancia-30-10-5.4.4.col.3,30,10,5,4,4,3,0.00737906,0.004215
instancias/solved/instancia-30-10-5.4.4.col.8,30,10,5,4,4,8,0.0139821,0.00454021
instancias/solved/instancia-30-10-5.4.5.col.0,30,10,5,4,5,0,0.00608897,0.00523901
instancias/solved/instancia-30-10-5.4.5.col.11,30,10,5,4,5,11,0.0204849,0.00442219
instancias/solved/instancia-30-10-5.4.5.col.19,30,10,5,4,5,19,0.029942,0.00322199
instancias/solved/instancia-30-10-5.4.5.col.3,30,10,5,4,5,3,0.0178139,0.011838
instancias/solved/instancia-30-10-5.4.5.col.8,30,10,5,4,5,8,0.018615,0.00520015
instancias/solved/instancia-30-10-5.5.1.col.0,30,10,5,5,1,0,0.0054369,0.00379801
instancias/solved/instancia-30-10-5.5.1.col.11,30,10,5,5,1,11,0.01635,0.00401282
instancias/solved/instancia-30-10-5.5.1.col.19,30,10,5,5,1,19,0.0181799,0.00313807
instancias/solved/instancia-30-10-5.5.1.col.3,30,10,5,5,1,3,0.00710201,0.00390291
instancias/solved/instancia-30-10-5.5.1.col.8,30,10,5,5,1,8,0.0144742,0.00672507
instancias/solved/instancia-30-10-5.5.2.col.0,30,10,5,5,2,0,0.00487685,0.00412989
instancias/solved/instancia-30-10-5.5.2.col.11,30,10,5,5,2,11,0.0153391,0.0039351
instancias/solved/instancia-30-10-5.5.2.col.19,30,10,5,5,2,19,0.0172119,0.00304604
instancias/solved/instancia-30-10-5.5.2.col.3,30,10,5,5,2,3,0.0167089,0.012743
instancias/solved/instancia-30-10-5.5.2.col.8,30,10,5,5,2,8,0.01755,0.00408006
instancias/solved/instancia-30-10-5.5.3.col.0,30,10,5,5,3,0,0.00445604,0.00370812
instancias/solved/instancia-30-10-5.5.3.col.11,30,10,5,5,3,11,0.0113409,0.00424194
instancias/solved/instancia-30-10-5.5.3.col.19,30,10,5,5,3,19,0.012069,0.00423479
instancias/solved/instancia-30-10-5.5.3.col.3,30,10,5,5,3,3,0.00613999,0.00296402
instancias/solved/instancia-30-10-5.5.3.col.8,30,10,5,5,3,8,0.00851893,0.003093
instancias/solved/instancia-30-10-5.5.4.col.0,30,10,5,5,4,0,0.00584197,0.00419998
instancias/solved/instancia-30-10-5.5.4.col.11,30,10,5,5,4,11,0.00618005,0.00271702
instancias/solved/instancia-30-10-5.5.4.col.19,30,10,5,5,4,19,0.00757098,0.00293493
instancias/solved/instancia-30-10-5.5.4.col.3,30,10,5,5,4,3,0.00472784,0.00264287
instancias/solved/instancia-30-10-5.5.4.col.8,30,10,5,5,4,8,0.005126,0.00271416
instancias/solved/instancia-30-10-5.5.5.col.0,30,10,5,5,5,0,0.00472903,0.00397992
instancias/solved/instancia-30-10-5.5.5.col.11,30,10,5,5,5,11,0.0205631,0.00505686
instancias/solved/instancia-30-10-5.5.5.col.19,30,10,5,5,5,19,0.029345,0.005373
instancias/solved/instancia-30-10-5.5.5.col.3,30,10,5,5,5,3,0.00955296,0.00568795
instancias/solved/instancia-30-10-5.5.5.col.8,30,10,5,5,5,8,0.016686,0.00439191
instancias/solved/instancia-30-25-10.1.1.col.0,30,25,10,1,1,0,0.0468459,0.042594
instancias/solved/instancia-30-25-10.1.1.col.11,30,25,10,1,1,11,0.0459509,0.00821495
instancias/solved/instancia-30-25-10.1.1.col.19,30,25,10,1,1,19,0.053452,0.0125709
instancias/solved/instancia-30-25-10.1.1.col.3,30,25,10,1,1,3,0.0736661,0.0597749
instancias/solved/instancia-30-25-10.1.1.col.8,30,25,10,1,1,8,0.0508511,0.0177422
instancias/solved/instancia-30-25-10.1.2.col.0,30,25,10,1,2,0,0.166429,0.162163
instancias/solved/instancia-30-25-10.1.2.col.11,30,25,10,1,2,11,0.142134,0.059453
instancias/solved/instancia-30-25-10.1.2.col.19,30,25,10,1,2,19,0.128989,0.0115759
instancias/solved/instancia-30-25-10.1.2.col.3,30,25,10,1,2,3,0.0697739,0.0439091
instancias/solved/instancia-30-25-10.1.2.col.8,30,25,10,1,2,8,0.0883029,0.0301659
instancias/solved/instancia-30-25-10.1.3.col.0,30,25,10,1,3,0,0.0187581,0.0141499
instancias/solved/instancia-30-25-10.1.3.col.11,30,25,10,1,3,11,0.0365689,0.01598
instancias/solved/instancia-30-25-10.1.3.col.19,30,25,10,1,3,19,0.03865,0.0147052
instancias/solved/instancia-30-25-10.1.3.col.3,30,25,10,1,3,3,0.0220699,0.0139251
instancias/solved/instancia-30-25-10.1.3.col.8,30,25,10,1,3,8,0.0358498,0.0195389
instancias/solved/instancia-30-25-10.1.4.col.0,30,25,10,1,4,0,0.0893872,0.082588
instancias/solved/instancia-30-25-10.1.4.col.11,30,25,10,1,4,11,0.0799189,0.0353169
instancias/solved/instancia-30-25-10.1.4.col.19,30,25,10,1,4,19,0.0841842,0.026423
instancias/solved/instancia-30-25-10.1.4.col.3,30,25,10,1,4,3,0.198907,0.18765
instancias/solved/instancia-30-25-10.1.4.col.8,30,25,10,1,4,8,0.048738,0.0142229
instancias/solved/instancia-30-25-10.1.5.col.0,30,25,10,1,5,0,0.197512,0.189526
instancias/solved/instancia-30-25-10.1.5.col.11,30,25,10,1,5,11,0.41601,0.358784
instancias/solved/instancia-30-25-10.1.5.col.19,30,25,10,1,5,19,0.228096,0.0968981
instancias/solved/instancia-30-25-10.1.5.col.3,30,25,10,1,5,3,0.264269,0.252628
instancias/solved/instancia-30-25-10.1.5.col.8,30,25,10,1,5,8,0.300287,0.264123
instancias/solved/instancia-30-25-10.2.1.col.0,30,25,10,2,1,0,0.364542,0.359277
instancias/solved/instancia-30-25-10.2.1.col.11,30,25,10,2,1,11,1.03397,0.973941
instancias/solved/instancia-30-25-10.2.1.col.19,30,25,10,2,1,19,0.526803,0.346488
instancias/solved/instancia-30-25-10.2.1.col.3,30,25,10,2,1,3,0.63695,0.625834
instancias/solved/instancia-30-25-10.2.1.col.8,30,25,10,2,1,8,0.788224,0.748713
instancias/solved/instancia-30-25-10.2.2.col.0,30,25,10,2,2,0,0.235897,0.227369
instancias/solved/instancia-30-25-10.2.2.col.11,30,25,10,2,2,11,0.290886,0.257128
instancias/solved/instancia-30-25-10.2.2.col.19,30,25,10,2,2,19,0.20722,0.153638
instancias/solved/instancia-30-25-10.2.2.col.3,30,25,10,2,2,3,0.258246,0.247722
instancias/solved/instancia-30-25-10.2.2.col.8,30,25,10,2,2,8,0.227637,0.198177
instancias/solved/instancia-30-25-10.2.3.col.0,30,25,10,2,3,0,0.249555,0.244692
instancias/solved/instancia-30-25-10.2.3.col.11,30,25,10,2,3,11,0.655133,0.596171
instancias/solved/instancia-30-25-10.2.3.col.19,30,25,10,2,3,19,0.17792,0.043551
instancias/solved/instancia-30-25-10.2.3.col.3,30,25,10,2,3,3,0.301891,0.290291
instancias/solved/instancia-30-25-10.2.3.col.8,30,25,10,2,3,8,0.530098,0.492653
instancias/solved/instancia-30-25-10.2.4.col.0,30,25,10,2,4,0,0.208757,0.204369
instancias/solved/instancia-30-25-10.2.4.col.11,30,25,10,2,4,11,0.504488,0.446202
instancias/solved/instancia-30-25-10.2.4.col.19,30,25,10,2,4,19,0.148131,0.0167542
instancias/solved/instancia-30-25-10.2.4.col.3,30,25,10,2,4,3,0.336373,0.320561
instancias/solved/instancia-30-25-10.2.4.col.8,30,25,10,2,4,8,0.39836,0.36165
instancias/solved/instancia-30-25-10.2.5.col.0,30,25,10,2,5,0,0.222879,0.216954
instancias/solved/instancia-30-25-10.2.5.col.11,30,25,10,2,5,11,0.293496,0.21672
instancias/solved/instancia-30-25-10.2.5.col.19,30,25,10,2,5,19,0.172324,0.0191681
instancias/solved/instancia-30-25-10.2.5.col.3,30,25,10,2,5,3,0.329902,0.317704
instancias/solved/instancia-30-25-10.2.5.col.8,30,25,10,2,5,8,0.325735,0.283262
