archivo,nodos,densidad,particiones,i,j,algs,tt,ta
instancias/solved/instancia-50-25-15.4.2.col.19,50,25,15,4,2,19,0.837458,0.0991991
instancias/solved/instancia-50-25-15.4.2.col.3,50,25,15,4,2,3,0.721826,0.665131
instancias/solved/instancia-50-25-15.4.2.col.8,50,25,15,4,2,8,0.446956,0.176186
instancias/solved/instancia-50-25-15.4.3.col.0,50,25,15,4,3,0,1.29448,1.27429
instancias/solved/instancia-50-25-15.4.3.col.11,50,25,15,4,3,11,1.02441,0.395812
instancias/solved/instancia-50-25-15.4.3.col.19,50,25,15,4,3,19,1.81935,0.508282
instancias/solved/instancia-50-25-15.4.3.col.3,50,25,15,4,3,3,1.20029,1.13598
instancias/solved/instancia-50-25-15.4.3.col.8,50,25,15,4,3,8,2.427,2.08873
instancias/solved/instancia-50-25-15.4.4.col.0,50,25,15,4,4,0,1.63537,1.61539
instancias/solved/instancia-50-25-15.4.4.col.11,50,25,15,4,4,11,2.06418,1.34307
instancias/solved/instancia-50-25-15.4.4.col.19,50,25,15,4,4,19,3.1783,1.23301
instancias/solved/instancia-50-25-15.4.4.col.3,50,25,15,4,4,3,4.3162,4.23477
instancias/solved/instancia-50-25-15.4.4.col.8,50,25,15,4,4,8,4.04133,3.72987
instancias/solved/instancia-50-25-15.4.5.col.0,50,25,15,4,5,0,5.11752,5.09755
instancias/solved/instancia-50-25-15.4.5.col.11,50,25,15,4,5,11,5.10139,4.49279
instancias/solved/instancia-50-25-15.4.5.col.19,50,25,15,4,5,19,1.95703,0.561052
instancias/solved/instancia-50-25-15.4.5.col.3,50,25,15,4,5,3,5.78464,5.71141
instancias/solved/instancia-50-25-15.4.5.col.8,50,25,15,4,5,8,9.20642,8.92834
instancias/solved/instancia-50-25-15.5.1.col.0,50,25,15,5,1,0,2.64174,2.6317
instancias/solved/instancia-50-25-15.5.1.col.11,50,25,15,5,1,11,11.9579,11.3894
instancias/solved/instancia-50-25-15.5.1.col.19,50,25,15,5,1,19,3.03844,0.857817
instancias/solved/instancia-50-25-15.5.1.col.3,50,25,15,5,1,3,3.60962,3.52323
instancias/solved/instancia-50-25-15.5.1.col.8,50,25,15,5,1,8,5.76624,5.42574
instancias/solved/instancia-50-25-15.5.2.col.0,50,25,15,5,2,0,2.3202,2.30192
instancias/solved/instancia-50-25-15.5.2.col.11,50,25,15,5,2,11,0.913416,0.289992
instancias/solved/instancia-50-25-15.5.2.col.19,50,25,15,5,2,19,1.84335,0.381768
instancias/solved/instancia-50-25-15.5.2.col.3,50,25,15,5,2,3,1.59465,1.51043
instancias/solved/instancia-50-25-15.5.2.col.8,50,25,15,5,2,8,0.750867,0.43633
instancias/solved/instancia-50-25-15.5.3.col.0,50,25,15,5,3,0,0.794619,0.776855
instancias/solved/instancia-50-25-15.5.3.col.11,50,25,15,5,3,11,0.540093,0.162593
instancias/solved/instancia-50-25-15.5.3.col.19,50,25,15,5,3,19,0.557163,0.136423
instancias/solved/instancia-50-25-15.5.3.col.3,50,25,15,5,3,3,1.26799,1.20552
instancias/solved/instancia-50-25-15.5.3.col.8,50,25,15,5,3,8,0.371358,0.120251
instancias/solved/instancia-50-25-15.5.4.col.0,50,25,15,5,4,0,0.512479,0.493056
instancias/solved/instancia-50-25-15.5.4.col.11,50,25,15,5,4,11,0.416221,0.0864441
instancias/solved/instancia-50-25-15.5.4.col.19,50,25,15,5,4,19,0.556777,0.107435
instancias/solved/instancia-50-25-15.5.4.col.3,50,25,15,5,4,3,0.509973,0.45222
instancias/solved/instancia-50-25-15.5.4.col.8,50,25,15,5,4,8,0.33638,0.0746169
instancias/solved/instancia-50-25-15.5.5.col.0,50,25,15,5,5,0,1.32296,1.3127
instancias/solved/instancia-50-25-15.5.5.col.11,50,25,15,5,5,11,5.042,4.35934
instancias/solved/instancia-50-25-15.5.5.col.19,50,25,15,5,5,19,1.75712,0.244015
instancias/solved/instancia-50-25-15.5.5.col.3,50,25,15,5,5,3,3.35856,3.29729
instancias/solved/instancia-50-25-15.5.5.col.8,50,25,15,5,5,8,4.7331,4.33513
instancias/solved/instancia-50-25-20.1.1.col.0,50,25,20,1,1,0,52.3182,52.2963
instancias/solved/instancia-50-25-20.1.1.col.11,50,25,20,1,1,11,43.5178,42.5344
instancias/solved/instancia-50-25-20.1.1.col.19,50,25,20,1,1,19,26.0902,23.2675
instancias/solved/instancia-50-25-20.1.1.col.3,50,25,20,1,1,3,25.3488,25.2276
instancias/solved/instancia-50-25-20.1.1.col.8,50,25,20,1,1,8,95.9614,95.4453
instancias/solved/instancia-50-25-20.1.2.col.0,50,25,20,1,2,0,338.774,338.758
instancias/solved/instancia-50-25-20.1.2.col.11,50,25,20,1,2,11,531.574,530.616
instancias/solved/instancia-50-25-20.1.2.col.19,50,25,20,1,2,19,603.376,600.001
instancias/solved/instancia-50-25-20.1.2.col.3,50,25,20,1,2,3,399.303,399.229
instancias/solved/instancia-50-25-20.1.2.col.8,50,25,20,1,2,8,490.171,489.8
instancias/solved/instancia-50-25-20.1.3.col.0,50,25,20,1,3,0,24.9098,24.8827
instancias/solved/instancia-50-25-20.1.3.col.11,50,25,20,1,3,11,0.889856,0.210987
instancias/solved/instancia-50-25-20.1.3.col.19,50,25,20,1,3,19,1.30961,0.138523
instancias/solved/instancia-50-25-20.1.3.col.3,50,25,20,1,3,3,5.33576,5.20745
instancias/solved/instancia-50-25-20.1.3.col.8,50,25,20,1,3,8,0.738886,0.184432
instancias/solved/instancia-50-25-20.1.4.col.0,50,25,20,1,4,0,31.54,31.5163
instancias/solved/instancia-50-25-20.1.4.col.11,50,25,20,1,4,11,10.8127,9.57093
instancias/solved/instancia-50-25-20.1.4.col.19,50,25,20,1,4,19,5.45643,1.85733
instancias/solved/instancia-50-25-20.1.4.col.3,50,25,20,1,4,3,51.0353,50.8933
instancias/solved/instancia-50-25-20.1.4.col.8,50,25,20,1,4,8,16.2932,15.506
instancias/solved/instancia-50-25-20.1.5.col.0,50,25,20,1,5,0,201.309,201.302
instancias/solved/instancia-50-25-20.1.5.col.11,50,25,20,1,5,11,120.956,120.04
instancias/solved/instancia-50-25-20.1.5.col.19,50,25,20,1,5,19,122.733,120.927
instancias/solved/instancia-50-25-20.1.5.col.3,50,25,20,1,5,3,441.834,441.708
instancias/solved/instancia-50-25-20.1.5.col.8,50,25,20,1,5,8,106.186,105.559
instancias/solved/instancia-50-25-20.2.1.col.0,50,25,20,2,1,0,12.0033,11.9839
instancias/solved/instancia-50-25-20.2.1.col.11,50,25,20,2,1,11,1.10167,0.207192
instancias/solved/instancia-50-25-20.2.1.col.19,50,25,20,2,1,19,4.03544,2.28733
instancias/solved/instancia-50-25-20.2.1.col.3,50,25,20,2,1,3,2.77161,2.6389
instancias/solved/instancia-50-25-20.2.1.col.8,50,25,20,2,1,8,1.17782,0.541139
instancias/solved/instancia-50-25-20.2.2.col.0,50,25,20,2,2,0,24.5482,24.5249
instancias/solved/instancia-50-25-20.2.2.col.11,50,25,20,2,2,11,2.1296,1.29193
instancias/solved/instancia-50-25-20.2.2.col.19,50,25,20,2,2,19,2.38341,0.272276
instancias/solved/instancia-50-25-20.2.2.col.3,50,25,20,2,2,3,7.94189,7.77833
instancias/solved/instancia-50-25-20.2.2.col.8,50,25,20,2,2,8,2.83885,2.23524
instancias/solved/instancia-50-25-20.2.3.col.0,50,25,20,2,3,0,24.8243,24.8167
instancias/solved/instancia-50-25-20.2.3.col.11,50,25,20,2,3,11,22.7365,21.7981
instancias/solved/instancia-50-25-20.2.3.col.19,50,25,20,2,3,19,37.9488,35.1042
instancias/solved/instancia-50-25-20.2.3.col.3,50,25,20,2,3,3,16.9462,16.8135
instancias/solved/instancia-50-25-20.2.3.col.8,50,25,20,2,3,8,127.666,127.088
instancias/solved/instancia-50-25-20.2.4.col.0,50,25,20,2,4,0,194.055,194.044
instancias/solved/instancia-50-25-20.2.4.col.11,50,25,20,2,4,11,103.691,102.418
instancias/solved/instancia-50-25-20.2.4.col.19,50,25,20,2,4,19,64.3629,61.4879
instancias/solved/instancia-50-25-20.2.4.col.3,50,25,20,2,4,3,93.7304,93.6019
instancias/solved/instancia-50-25-20.2.4.col.8,50,25,20,2,4,8,108.724,108.083
instancias/solved/instancia-50-25-20.2.5.col.0,50,25,20,2,5,0,5.07246,5.05445
instancias/solved/instancia-50-25-20.2.5.col.11,50,25,20,2,5,11,1.95938,1.28426
instancias/solved/instancia-50-25-20.2.5.col.19,50,25,20,2,5,19,4.04725,2.36141
instancias/solved/instancia-50-25-20.2.5.col.3,50,25,20,2,5,3,3.49202,3.37988
instancias/solved/instancia-50-25-20.2.5.col.8,50,25,20,2,5,8,2.18194,1.73077
instancias/solved/instancia-50-25-20.3.1.col.0,50,25,20,3,1,0,237.784,237.764
instancias/solved/instancia-50-25-20.3.1.col.11,50,25,20,3,1,11,517.584,516.143
instancias/solved/instancia-50-25-20.3.1.col.19,50,25,20,3,1,19,176.269,172.858
instancias/solved/instancia-50-25-20.3.1.col.3,50,25,20,3,1,3,321.985,321.804
instancias/solved/instancia-50-25-20.3.1.col.8,50,25,20,3,1,8,600.771,600.001
instancias/solved/instancia-50-25-20.3.2.col.0,50,25,20,3,2,0,44.5461,44.5294
instancias/solved/instancia-50-25-20.3.2.col.11,50,25,20,3,2,11,79.9946,78.9602
instancias/solved/instancia-50-25-20.3.2.col.19,50,25,20,3,2,19,46.2549,43.3825
instancias/solved/instancia-50-25-20.3.2.col.3,50,25,20,3,2,3,152.469,152.356
instancias/solved/instancia-50-25-20.3.2.col.8,50,25,20,3,2,8,96.6067,95.9453
instancias/solved/instancia-50-25-20.3.3.col.0,50,25,20,3,3,0,59.7806,59.7583
instancias/solved/instancia-50-25-20.3.3.col.11,50,25,20,3,3,11,69.0496,67.9939
instancias/solved/instancia-50-25-20.3.3.col.19,50,25,20,3,3,19,45.0261,42.6867
instancias/solved/instancia-50-25-20.3.3.col.3,50,25,20,3,3,3,100.725,100.611
instancias/solved/instancia-50-25-20.3.3.col.8,50,25,20,3,3,8,124.05,123.457
instancias/solved/instancia-50-25-20.3.4.col.0,50,25,20,3,4,0,600.013,600.002
instancias/solved/instancia-50-25-20.3.4.col.11,50,25,20,3,4,11,376.288,374.604
instancias/solved/instancia-50-25-20.3.4.col.19,50,25,20,3,4,19,98.7375,95.1744
instancias/solved/instancia-50-25-20.3.4.col.3,50,25,20,3,4,3,508.961,508.809
instancias/solved/instancia-50-25-20.3.4.col.8,50,25,20,3,4,8,349.448,348.647
instancias/solved/instancia-50-25-20.3.5.col.0,50,25,20,3,5,0,25.7464,25.7333
instancias/solved/instancia-50-25-20.3.5.col.11,50,25,20,3,5,11,29.4216,28.4683
instancias/solved/instancia-50-25-20.3.5.col.19,50,25,20,3,5,19,19.3709,17.0284
instancias/solved/instancia-50-25-20.3.5.col.3,50,25,20,3,5,3,45.0976,44.9391
instancias/solved/instancia-50-25-20.3.5.col.8,50,25,20,3,5,8,34.1906,33.4858
instancias/solved/instancia-50-25-20.4.1.col.0,50,25,20,4,1,0,73.4688,73.4569
instancias/solved/instancia-50-25-20.4.1.col.11,50,25,20,4,1,11,38.1794,37.1091
instancias/solved/instancia-50-25-20.4.1.col.19,50,25,20,4,1,19,14.3006,11.5589
instancias/solved/instancia-50-25-20.4.1.col.3,50,25,20,4,1,3,88.0142,87.9035
instancias/solved/instancia-50-25-20.4.1.col.8,50,25,20,4,1,8,65.3825,64.7217
instancias/solved/instancia-50-25-20.4.2.col.0,50,25,20,4,2,0,22.3776,22.3657
instancias/solved/instancia-50-25-20.4.2.col.11,50,25,20,4,2,11,0.748667,0.134771
instancias/solved/instancia-50-25-20.4.2.col.19,50,25,20,4,2,19,0.702108,0.02597
instancias/solved/instancia-50-25-20.4.2.col.3,50,25,20,4,2,3,7.33944,7.19812
instancias/solved/instancia-50-25-20.4.2.col.8,50,25,20,4,2,8,0.699284,0.172093
instancias/solved/instancia-50-25-20.4.3.col.0,50,25,20,4,3,0,66.1119,66.0946
instancias/solved/instancia-50-25-20.4.3.col.11,50,25,20,4,3,11,67.0813,66.1344
instancias/solved/instancia-50-25-20.4.3.col.19,50,25,20,4,3,19,63.4988,61.3915
instancias/solved/instancia-50-25-20.4.3.col.3,50,25,20,4,3,3,97.2508,97.0997
instancias/solved/instancia-50-25-20.4.3.col.8,50,25,20,4,3,8,82.0942,81.5337
instancias/solved/instancia-50-25-20.4.4.col.0,50,25,20,4,4,0,351.326,351.311
instancias/solved/instancia-50-25-20.4.4.col.11,50,25,20,4,4,11,252.886,251.064
instancias/solved/instancia-50-25-20.4.4.col.19,50,25,20,4,4,19,194.11,190.822
instancias/solved/instancia-50-25-20.4.4.col.3,50,25,20,4,4,3,290.228,290.053
instancias/solved/instancia-50-25-20.4.4.col.8,50,25,20,4,4,8,342.282,341.468
instancias/solved/instancia-50-25-20.4.5.col.0,50,25,20,4,5,0,93.6121,93.5926
instancias/solved/instancia-50-25-20.4.5.col.11,50,25,20,4,5,11,249.339,248.217
instancias/solved/instancia-50-25-20.4.5.col.19,50,25,20,4,5,19,218.939,215.694
instancias/solved/instancia-50-25-20.4.5.col.3,50,25,20,4,5,3,141.938,141.825
instancias/solved/instancia-50-25-20.4.5.col.8,50,25,20,4,5,8,144.468,143.946
instancias/solved/instancia-50-25-20.5.1.col.0,50,25,20,5,1,0,7.63244,7.61325
instancias/solved/instancia-50-25-20.5.1.col.11,50,25,20,5,1,11,1.70928,0.621476
instancias/solved/instancia-50-25-20.5.1.col.19,50,25,20,5,1,19,8.39426,5.51903
instancias/solved/instancia-50-25-20.5.1.col.3,50,25,20,5,1,3,7.85136,7.71842
instancias/solved/instancia-50-25-20.5.1.col.8,50,25,20,5,1,8,21.2189,20.7136
instancias/solved/instancia-50-25-20.5.2.col.0,50,25,20,5,2,0,38.8895,38.8702
instancias/solved/instancia-50-25-20.5.2.col.11,50,25,20,5,2,11,7.80535,7.14729
instancias/solved/instancia-50-25-20.5.2.col.19,50,25,20,5,2,19,5.18636,3.50099
instancias/solved/instancia-50-25-20.5.2.col.3,50,25,20,5,2,3,20.7376,20.6041
instancias/solved/instancia-50-25-20.5.2.col.8,50,25,20,5,2,8,7.45629,6.97197
instancias/solved/instancia-50-25-20.5.3.col.0,50,25,20,5,3,0,45.2221,45.2037
instancias/solved/instancia-50-25-20.5.3.col.11,50,25,20,5,3,11,8.48734,7.87432
instancias/solved/instancia-50-25-20.5.3.col.19,50,25,20,5,3,19,10.3106,8.75193
instancias/solved/instancia-50-25-20.5.3.col.3,50,25,20,5,3,3,26.2235,26.1213
instancias/solved/instancia-50-25-20.5.3.col.8,50,25,20,5,3,8,10.7887,10.363
instancias/solved/instancia-50-25-20.5.4.col.0,50,25,20,5,4,0,45.1572,45.1463
instancias/solved/instancia-50-25-20.5.4.col.11,50,25,20,5,4,11,0.576247,0.0781229
instancias/solved/instancia-50-25-20.5.4.col.19,50,25,20,5,4,19,0.60989,0.0741539
instancias/solved/instancia-50-25-20.5.4.col.3,50,25,20,5,4,3,5.36081,5.24063
instancias/solved/instancia-50-25-20.5.4.col.8,50,25,20,5,4,8,0.52751,0.0904081
instancias/solved/instancia-50-25-20.5.5.col.0,50,25,20,5,5,0,27.6007,27.5899
instancias/solved/instancia-50-25-20.5.5.col.11,50,25,20,5,5,11,9.15946,8.34372
instancias/solved/instancia-50-25-20.5.5.col.19,50,25,20,5,5,19,4.16204,2.21488
instancias/solved/instancia-50-25-20.5.5.col.3,50,25,20,5,5,3,19.8043,19.697
instancias/solved/instancia-50-25-20.5.5.col.8,50,25,20,5,5,8,6.59488,6.06828
instancias/solved/instancia-50-25-5.1.1.col.0,50,25,5,1,1,0,0.0166588,0.0123141
instancias/solved/instancia-50-25-5.1.1.col.11,50,25,5,1,1,11,0.195198,0.0351732
instancias/solved/instancia-50-25-5.1.1.col.19,50,25,5,1,1,19,0.299316,0.031878
instancias/solved/instancia-50-25-5.1.1.col.3,50,25,5,1,1,3,0.0512681,0.0308919
instancias/solved/instancia-50-25-5.1.1.col.8,50,25,5,1,1,8,0.171539,0.044529
instancias/solved/instancia-50-25-5.1.2.col.0,50,25,5,1,2,0,0.021148,0.0164561
instancias/solved/instancia-50-25-5.1.2.col.11,50,25,5,1,2,11,0.146868,0.026484
instancias/solved/instancia-50-25-5.1.2.col.19,50,25,5,1,2,19,0.24063,0.028621
instancias/solved/instancia-50-25-5.1.2.col.3,50,25,5,1,2,3,0.0600221,0.0328081
instancias/solved/instancia-50-25-5.1.2.col.8,50,25,5,1,2,8,0.132326,0.047411
instancias/solved/instancia-50-25-5.1.3.col.0,50,25,5,1,3,0,0.0164709,0.0134351
instancias/solved/instancia-50-25-5.1.3.col.11,50,25,5,1,3,11,0.1506,0.0325301
instancias/solved/instancia-50-25-5.1.3.col.19,50,25,5,1,3,19,0.268106,0.032999
instancias/solved/instancia-50-25-5.1.3.col.3,50,25,5,1,3,3,0.0386951,0.0174189
instancias/solved/instancia-50-25-5.1.3.col.8,50,25,5,1,3,8,0.105227,0.0274401
instancias/solved/instancia-50-25-5.1.4.col.0,50,25,5,1,4,0,0.014746,0.0121548
instancias/solved/instancia-50-25-5.1.4.col.11,50,25,5,1,4,11,0.196901,0.0639162
instancias/solved/instancia-50-25-5.1.4.col.19,50,25,5,1,4,19,0.246677,0.0327201
instancias/solved/instancia-50-25-5.1.4.col.3,50,25,5,1,4,3,0.0584481,0.017349
instancias/solved/instancia-50-25-5.1.4.col.8,50,25,5,1,4,8,0.109852,0.022769
instancias/solved/instancia-50-25-5.1.5.col.0,50,25,5,1,5,0,0.0131278,0.011272
instancias/solved/instancia-50-25-5.1.5.col.11,50,25,5,1,5,11,0.249169,0.102659
instancias/solved/instancia-50-25-5.1.5.col.19,50,25,5,1,5,19,0.213416,0.026752
instancias/solved/instancia-50-25-5.1.5.col.3,50,25,5,1,5,3,0.0441101,0.0171242
instancias/solved/instancia-50-25-5.1.5.col.8,50,25,5,1,5,8,0.129443,0.062505
instancias/solved/instancia-50-25-5.2.1.col.0,50,25,5,2,1,0,0.01722,0.013633
instancias/solved/instancia-50-25-5.2.1.col.11,50,25,5,2,1,11,0.19268,0.0635109
instancias/solved/instancia-50-25-5.2.1.col.19,50,25,5,2,1,19,0.239599,0.0292242
instancias/solved/instancia-50-25-5.2.1.col.3,50,25,5,2,1,3,0.0501721,0.0244789
instancias/solved/instancia-50-25-5.2.1.col.8,50,25,5,2,1,8,0.144372,0.0662401
instancias/solved/instancia-50-25-5.2.2.col.0,50,25,5,2,2,0,0.0154779,0.0116091
instancias/solved/instancia-50-25-5.2.2.col.11,50,25,5,2,2,11,0.186726,0.0348961
instancias/solved/instancia-50-25-5.2.2.col.19,50,25,5,2,2,19,0.221366,0.024977
instancias/solved/instancia-50-25-5.2.2.col.3,50,25,5,2,2,3,0.0429082,0.0218909
instancias/solved/instancia-50-25-5.2.2.col.8,50,25,5,2,2,8,0.091902,0.0242932
instancias/solved/instancia-50-25-5.2.3.col.0,50,25,5,2,3,0,0.017863,0.0154741
instancias/solved/instancia-50-25-5.2.3.col.11,50,25,5,2,3,11,0.102778,0.022778
instancias/solved/instancia-50-25-5.2.3.col.19,50,25,5,2,3,19,0.183977,0.025387
instancias/solved/instancia-50-25-5.2.3.col.3,50,25,5,2,3,3,0.0249281,0.012233
instancias/solved/instancia-50-25-5.2.3.col.8,50,25,5,2,3,8,0.072633,0.0154972
instancias/solved/instancia-50-25-5.2.4.col.0,50,25,5,2,4,0,0.0149741,0.01282
instancias/solved/instancia-50-25-5.2.4.col.11,50,25,5,2,4,11,0.129542,0.0208821
instancias/solved/instancia-50-25-5.2.4.col.19,50,25,5,2,4,19,0.160743,0.02442
instancias/solved/instancia-50-25-5.2.4.col.3,50,25,5,2,4,3,0.0430388,0.021203
instancias/solved/instancia-50-25-5.2.4.col.8,50,25,5,2,4,8,0.0702419,0.0117879
instancias/solved/instancia-50-25-5.2.5.col.0,50,25,5,2,5,0,0.014951,0.0130992
instancias/solved/instancia-50-25-5.2.5.col.11,50,25,5,2,5,11,0.108405,0.0234001
instancias/solved/instancia-50-25-5.2.5.col.19,50,25,5,2,5,19,0.18282,0.0248129
instancias/solved/instancia-50-25-5.2.5.col.3,50,25,5,2,5,3,0.0382779,0.019438
instancias/solved/instancia-50-25-5.2.5.col.8,50,25,5,2,5,8,0.132066,0.0567081
instancias/solved/instancia-50-25-5.3.1.col.0,50,25,5,3,1,0,0.021033,0.0179751
instancias/solved/instancia-50-25-5.3.1.col.11,50,25,5,3,1,11,0.18694,0.0767291
instancias/solved/instancia-50-25-5.3.1.col.19,50,25,5,3,1,19,0.222432,0.0411198
instancias/solved/instancia-50-25-5.3.1.col.3,50,25,5,3,1,3,0.051367,0.0209579
instancias/solved/instancia-50-25-5.3.1.col.8,50,25,5,3,1,8,0.122618,0.025435
instancias/solved/instancia-50-25-5.3.2.col.0,50,25,5,3,2,0,0.0199242,0.016551
instancias/solved/instancia-50-25-5.3.2.col.11,50,25,5,3,2,11,0.146449,0.0501771
instancias/solved/instancia-50-25-5.3.2.col.19,50,25,5,3,2,19,0.224947,0.0320098
instancias/solved/instancia-50-25-5.3.2.col.3,50,25,5,3,2,3,0.0306499,0.01476
instancias/solved/instancia-50-25-5.3.2.col.8,50,25,5,3,2,8,0.082104,0.0193632
instancias/solved/instancia-50-25-5.3.3.col.0,50,25,5,3,3,0,0.0144839,0.0126798
instancias/solved/instancia-50-25-5.3.3.col.11,50,25,5,3,3,11,0.128498,0.0289822
instancias/solved/instancia-50-25-5.3.3.col.19,50,25,5,3,3,19,0.269068,0.0308051
instancias/solved/instancia-50-25-5.3.3.col.3,50,25,5,3,3,3,0.0406742,0.0137908
instancias/solved/instancia-50-25-5.3.3.col.8,50,25,5,3,3,8,0.089932,0.0264902
instancias/solved/instancia-50-25-5.3.4.col.0,50,25,5,3,4,0,0.0121222,0.00888705
instancias/solved/instancia-50-25-5.3.4.col.11,50,25,5,3,4,11,0.14498,0.068013
instancias/solved/instancia-50-25-5.3.4.col.19,50,25,5,3,4,19,0.21338,0.0742869
instancias/solved/instancia-50-25-5.3.4.col.3,50,25,5,3,4,3,0.027986,0.0131199
instancias/solved/instancia-50-25-5.3.4.col.8,50,25,5,3,4,8,0.116707,0.076314
instancias/solved/instancia-50-25-5.3.5.col.0,50,25,5,3,5,0,0.0247369,0.019129
instancias/solved/instancia-50-25-5.3.5.col.11,50,25,5,3,5,11,0.183797,0.080524
instancias/solved/instancia-50-25-5.3.5.col.19,50,25,5,3,5,19,0.346293,0.088176
instancias/solved/instancia-50-25-5.3.5.col.3,50,25,5,3,5,3,0.0860488,0.0625911
instancias/solved/instancia-50-25-5.3.5.col.8,50,25,5,3,5,8,0.106681,0.0320702
instancias/solved/instancia-50-25-5.4.1.col.0,50,25,5,4,1,0,0.0149381,0.0130701
instancias/solved/instancia-50-25-5.4.1.col.11,50,25,5,4,1,11,0.147205,0.026912
instancias/solved/instancia-50-25-5.4.1.col.19,50,25,5,4,1,19,0.317617,0.0779538
instancias/solved/instancia-50-25-5.4.1.col.3,50,25,5,4,1,3,0.0360169,0.0217049
instancias/solved/instancia-50-25-5.4.1.col.8,50,25,5,4,1,8,0.119827,0.0611401
instancias/solved/instancia-50-25-5.4.2.col.0,50,25,5,4,2,0,0.0148759,0.0128171
instancias/solved/instancia-50-25-5.4.2.col.11,50,25,5,4,2,11,0.152981,0.038584
instancias/solved/instancia-50-25-5.4.2.col.19,50,25,5,4,2,19,0.319543,0.0340991
instancias/solved/instancia-50-25-5.4.2.col.3,50,25,5,4,2,3,0.056155,0.0352869
instancias/solved/instancia-50-25-5.4.2.col.8,50,25,5,4,2,8,0.12066,0.0428338
instancias/solved/instancia-50-25-5.4.3.col.0,50,25,5,4,3,0,0.0129271,0.0109529
instancias/solved/instancia-50-25-5.4.3.col.11,50,25,5,4,3,11,0.159063,0.0491638
instancias/solved/instancia-50-25-5.4.3.col.19,50,25,5,4,3,19,0.204244,0.024956
instancias/solved/instancia-50-25-5.4.3.col.3,50,25,5,4,3,3,0.036885,0.014756
instancias/solved/instancia-50-25-5.4.3.col.8,50,25,5,4,3,8,0.107027,0.0272892
instancias/solved/instancia-50-25-5.4.4.col.0,50,25,5,4,4,0,0.014329,0.0122831
instancias/solved/instancia-50-25-5.4.4.col.11,50,25,5,4,4,11,0.170487,0.065666
instancias/solved/instancia-50-25-5.4.4.col.19,50,25,5,4,4,19,0.237408,0.0248258
instancias/solved/instancia-50-25-5.4.4.col.3,50,25,5,4,4,3,0.0430081,0.027694
instancias/solved/instancia-50-25-5.4.4.col.8,50,25,5,4,4,8,0.126748,0.053802
instancias/solved/instancia-50-25-5.4.5.col.0,50,25,5,4,5,0,0.014782,0.0128911
instancias/solved/instancia-50-25-5.4.5.col.11,50,25,5,4,5,11,0.166801,0.0356688
instancias/solved/instancia-50-25-5.4.5.col.19,50,25,5,4,5,19,0.219035,0.0320652
instancias/solved/instancia-50-25-5.4.5.col.3,50,25,5,4,5,3,0.0293071,0.0126562
instancias/solved/instancia-50-25-5.4.5.col.8,50,25,5,4,5,8,0.0902431,0.024426
instancias/solved/instancia-50-25-5.5.1.col.0,50,25,5,5,1,0,0.013263,0.011405
instancias/solved/instancia-50-25-5.5.1.col.11,50,25,5,5,1,11,0.13647,0.0295701
instancias/solved/instancia-50-25-5.5.1.col.19,50,25,5,5,1,19,0.254662,0.075156
instancias/solved/instancia-50-25-5.5.1.col.3,50,25,5,5,1,3,0.0381832,0.0222018
instancias/solved/instancia-50-25-5.5.1.col.8,50,25,5,5,1,8,0.093328,0.0257118
instancias/solved/instancia-50-25-5.5.2.col.0,50,25,5,5,2,0,0.015193,0.012866
instancias/solved/instancia-50-25-5.5.2.col.11,50,25,5,5,2,11,0.2274,0.084501
instancias/solved/instancia-50-25-5.5.2.col.19,50,25,5,5,2,19,0.264389,0.027977
instancias/solved/instancia-50-25-5.5.2.col.3,50,25,5,5,2,3,0.049705,0.02544
instancias/solved/instancia-50-25-5.5.2.col.8,50,25,5,5,2,8,0.101924,0.0245619
instancias/solved/instancia-50-25-5.5.3.col.0,50,25,5,5,3,0,0.0261221,0.0204589
instancias/solved/instancia-50-25-5.5.3.col.11,50,25,5,5,3,11,0.223017,0.055454
instancias/solved/instancia-50-25-5.5.3.col.19,50,25,5,5,3,19,0.278998,0.0317211
instancias/solved/instancia-50-25-5.5.3.col.3,50,25,5,5,3,3,0.0656769,0.0350039
instancias/solved/instancia-50-25-5.5.3.col.8,50,25,5,5,3,8,0.133958,0.055814
instancias/solved/instancia-50-25-5.5.4.col.0,50,25,5,5,4,0,0.0209069,0.017601
instancias/solved/instancia-50-25-5.5.4.col.11,50,25,5,5,4,11,0.248541,0.084506
instancias/solved/instancia-50-25-5.5.4.col.19,50,25,5,5,4,19,0.274974,0.029505
instancias/solved/instancia-50-25-5.5.4.col.3,50,25,5,5,4,3,0.034256,0.015532
instancias/solved/instancia-50-25-5.5.4.col.8,50,25,5,5,4,8,0.16495,0.056098
instancias/solved/instancia-50-25-5.5.5.col.0,50,25,5,5,5,0,0.0206718,0.0187058
instancias/solved/instancia-50-25-5.5.5.col.11,50,25,5,5,5,11,0.179719,0.0377879
instancias/solved/instancia-50-25-5.5.5.col.19,50,25,5,5,5,19,0.254949,0.0337069
instancias/solved/instancia-50-25-5.5.5.col.3,50,25,5,5,5,3,0.037277,0.015924
instancias/solved/instancia-50-25-5.5.5.col.8,50,25,5,5,5,8,0.110358,0.0339081
instancias/solved/instancia-50-50-10.1.1.col.0,50,50,10,1,1,0,0.542444,0.533187
instancias/solved/instancia-50-50-10.1.1.col.11,50,50,10,1,1,11,0.524358,0.13991
instancias/solved/instancia-50-50-10.1.1.col.19,50,50,10,1,1,19,1.26707,0.298119
