archivo,nodos,densidad,particiones,i,j,varsel,nodesel,tt,ta
instancia-20-50-10.5.1.4.0.col.solved,20,50,10,5,1,4,0,0.109261,0.101927
instancia-20-50-10.5.2.-1.0.col.solved,20,50,10,5,2,-1,0,6.69057,6.68373
instancia-20-50-10.5.2.0.0.col.solved,20,50,10,5,2,0,0,0.622331,0.614125
instancia-20-50-10.5.2.0.1.col.solved,20,50,10,5,2,0,1,0.580081,0.572161
instancia-20-50-10.5.2.0.2.col.solved,20,50,10,5,2,0,2,2.5505,2.544
instancia-20-50-10.5.2.0.3.col.solved,20,50,10,5,2,0,3,1.56912,1.56134
instancia-20-50-10.5.2.1.0.col.solved,20,50,10,5,2,1,0,6.31266,6.31014
instancia-20-50-10.5.2.2.0.col.solved,20,50,10,5,2,2,0,0.620372,0.616687
instancia-20-50-10.5.2.3.0.col.solved,20,50,10,5,2,3,0,1.93032,1.92269
instancia-20-50-10.5.2.4.0.col.solved,20,50,10,5,2,4,0,0.364238,0.355932
instancia-20-50-10.5.3.-1.0.col.solved,20,50,10,5,3,-1,0,1.72918,1.72129
instancia-20-50-10.5.3.0.0.col.solved,20,50,10,5,3,0,0,0.561745,0.552343
instancia-20-50-10.5.3.0.1.col.solved,20,50,10,5,3,0,1,0.80277,0.795498
instancia-20-50-10.5.3.0.2.col.solved,20,50,10,5,3,0,2,0.835056,0.828445
instancia-20-50-10.5.3.0.3.col.solved,20,50,10,5,3,0,3,0.827287,0.821588
instancia-20-50-10.5.3.1.0.col.solved,20,50,10,5,3,1,0,1.67348,1.66987
instancia-20-50-10.5.3.2.0.col.solved,20,50,10,5,3,2,0,0.559262,0.557106
instancia-20-50-10.5.3.3.0.col.solved,20,50,10,5,3,3,0,2.82845,2.82254
instancia-20-50-10.5.3.4.0.col.solved,20,50,10,5,3,4,0,0.413826,0.406064
instancia-20-50-10.5.4.-1.0.col.solved,20,50,10,5,4,-1,0,0.492306,0.484359
instancia-20-50-10.5.4.0.0.col.solved,20,50,10,5,4,0,0,0.323495,0.315851
instancia-20-50-10.5.4.0.1.col.solved,20,50,10,5,4,0,1,0.23999,0.235846
instancia-20-50-10.5.4.0.2.col.solved,20,50,10,5,4,0,2,0.254572,0.249381
instancia-20-50-10.5.4.0.3.col.solved,20,50,10,5,4,0,3,0.235639,0.231394
instancia-20-50-10.5.4.1.0.col.solved,20,50,10,5,4,1,0,0.914623,0.912969
instancia-20-50-10.5.4.2.0.col.solved,20,50,10,5,4,2,0,0.311504,0.303044
instancia-20-50-10.5.4.3.0.col.solved,20,50,10,5,4,3,0,0.45517,0.450512
instancia-20-50-10.5.4.4.0.col.solved,20,50,10,5,4,4,0,0.136377,0.132188
instancia-20-50-10.5.5.-1.0.col.solved,20,50,10,5,5,-1,0,4.55712,4.55175
instancia-20-50-10.5.5.0.0.col.solved,20,50,10,5,5,0,0,1.85596,1.84586
instancia-20-50-10.5.5.0.1.col.solved,20,50,10,5,5,0,1,1.01268,1.00818
instancia-20-50-10.5.5.0.2.col.solved,20,50,10,5,5,0,2,0.942257,0.937953
instancia-20-50-10.5.5.0.3.col.solved,20,50,10,5,5,0,3,1.25625,1.25064
instancia-20-50-10.5.5.1.0.col.solved,20,50,10,5,5,1,0,2.63375,2.63129
instancia-20-50-10.5.5.2.0.col.solved,20,50,10,5,5,2,0,1.83604,1.82976
instancia-20-50-10.5.5.3.0.col.solved,20,50,10,5,5,3,0,3.22643,3.21849
instancia-20-50-10.5.5.4.0.col.solved,20,50,10,5,5,4,0,0.444145,0.436569
instancia-20-50-5.1.1.-1.0.col.solved,20,50,5,1,1,-1,0,0.014096,0.0129671
instancia-20-50-5.1.1.0.0.col.solved,20,50,5,1,1,0,0,0.0166831,0.01495
instancia-20-50-5.1.1.0.1.col.solved,20,50,5,1,1,0,1,0.0112591,0.0104759
instancia-20-50-5.1.1.0.2.col.solved,20,50,5,1,1,0,2,0.0165591,0.0146179
instancia-20-50-5.1.1.0.3.col.solved,20,50,5,1,1,0,3,0.014966,0.0129859
instancia-20-50-5.1.1.1.0.col.solved,20,50,5,1,1,1,0,0.010468,0.00970197
instancia-20-50-5.1.1.2.0.col.solved,20,50,5,1,1,2,0,0.0115709,0.010756
instancia-20-50-5.1.1.3.0.col.solved,20,50,5,1,1,3,0,0.0106368,0.00964403
instancia-20-50-5.1.1.4.0.col.solved,20,50,5,1,1,4,0,0.0115199,0.0107279
instancia-20-50-5.1.2.-1.0.col.solved,20,50,5,1,2,-1,0,0.0138011,0.013149
instancia-20-50-5.1.2.0.0.col.solved,20,50,5,1,2,0,0,0.0193729,0.0178442
instancia-20-50-5.1.2.0.1.col.solved,20,50,5,1,2,0,1,0.0132029,0.012424
instancia-20-50-5.1.2.0.2.col.solved,20,50,5,1,2,0,2,0.012419,0.011668
instancia-20-50-5.1.2.0.3.col.solved,20,50,5,1,2,0,3,0.012888,0.0122359
instancia-20-50-5.1.2.1.0.col.solved,20,50,5,1,2,1,0,0.0125771,0.0117819
instancia-20-50-5.1.2.2.0.col.solved,20,50,5,1,2,2,0,0.0171902,0.0163689
instancia-20-50-5.1.2.3.0.col.solved,20,50,5,1,2,3,0,0.0128851,0.0121489
instancia-20-50-5.1.2.4.0.col.solved,20,50,5,1,2,4,0,0.0165119,0.0155361
instancia-20-50-5.1.3.-1.0.col.solved,20,50,5,1,3,-1,0,0.00951695,0.00874686
instancia-20-50-5.1.3.0.0.col.solved,20,50,5,1,3,0,0,0.0086031,0.00790906
instancia-20-50-5.1.3.0.1.col.solved,20,50,5,1,3,0,1,0.0166922,0.014806
instancia-20-50-5.1.3.0.2.col.solved,20,50,5,1,3,0,2,0.015811,0.0139561
instancia-20-50-5.1.3.0.3.col.solved,20,50,5,1,3,0,3,0.00864196,0.00787997
instancia-20-50-5.1.3.1.0.col.solved,20,50,5,1,3,1,0,0.00852108,0.00776887
instancia-20-50-5.1.3.2.0.col.solved,20,50,5,1,3,2,0,0.00908113,0.0082612
instancia-20-50-5.1.3.3.0.col.solved,20,50,5,1,3,3,0,0.00861311,0.0078969
instancia-20-50-5.1.3.4.0.col.solved,20,50,5,1,3,4,0,0.00951695,0.00883508
instancia-20-50-5.1.4.-1.0.col.solved,20,50,5,1,4,-1,0,0.0321131,0.0300751
instancia-20-50-5.1.4.0.0.col.solved,20,50,5,1,4,0,0,0.0509319,0.0490191
instancia-20-50-5.1.4.0.1.col.solved,20,50,5,1,4,0,1,0.0566509,0.0556691
instancia-20-50-5.1.4.0.2.col.solved,20,50,5,1,4,0,2,0.0563231,0.0541239
instancia-20-50-5.1.4.0.3.col.solved,20,50,5,1,4,0,3,0.0522768,0.0496371
instancia-20-50-5.1.4.1.0.col.solved,20,50,5,1,4,1,0,0.0300682,0.0283601
instancia-20-50-5.1.4.2.0.col.solved,20,50,5,1,4,2,0,0.0456789,0.0449922
instancia-20-50-5.1.4.3.0.col.solved,20,50,5,1,4,3,0,0.0318019,0.0301158
instancia-20-50-5.1.4.4.0.col.solved,20,50,5,1,4,4,0,0.0267122,0.0248342
instancia-20-50-5.1.5.-1.0.col.solved,20,50,5,1,5,-1,0,0.032131,0.030246
instancia-20-50-5.1.5.0.0.col.solved,20,50,5,1,5,0,0,0.031929,0.0312011
instancia-20-50-5.1.5.0.1.col.solved,20,50,5,1,5,0,1,0.0337911,0.0314109
instancia-20-50-5.1.5.0.2.col.solved,20,50,5,1,5,0,2,0.0323379,0.0315621
instancia-20-50-5.1.5.0.3.col.solved,20,50,5,1,5,0,3,0.0378251,0.0369399
instancia-20-50-5.1.5.1.0.col.solved,20,50,5,1,5,1,0,0.0355048,0.0348091
instancia-20-50-5.1.5.2.0.col.solved,20,50,5,1,5,2,0,0.033977,0.033293
instancia-20-50-5.1.5.3.0.col.solved,20,50,5,1,5,3,0,0.0317349,0.0310681
instancia-20-50-5.1.5.4.0.col.solved,20,50,5,1,5,4,0,0.0310109,0.0290608
instancia-20-50-5.2.1.-1.0.col.solved,20,50,5,2,1,-1,0,0.0199001,0.019094
instancia-20-50-5.2.1.0.0.col.solved,20,50,5,2,1,0,0,0.021045,0.0202789
instancia-20-50-5.2.1.0.1.col.solved,20,50,5,2,1,0,1,0.0223501,0.021456
instancia-20-50-5.2.1.0.2.col.solved,20,50,5,2,1,0,2,0.022203,0.0213559
instancia-20-50-5.2.1.0.3.col.solved,20,50,5,2,1,0,3,0.0221028,0.021157
instancia-20-50-5.2.1.1.0.col.solved,20,50,5,2,1,1,0,0.0190361,0.0182052
instancia-20-50-5.2.1.2.0.col.solved,20,50,5,2,1,2,0,0.03266,0.0303891
instancia-20-50-5.2.1.3.0.col.solved,20,50,5,2,1,3,0,0.0225871,0.021003
instancia-20-50-5.2.1.4.0.col.solved,20,50,5,2,1,4,0,0.0177522,0.015698
instancia-20-50-5.2.2.-1.0.col.solved,20,50,5,2,2,-1,0,0.029979,0.0278499
instancia-20-50-5.2.2.0.0.col.solved,20,50,5,2,2,0,0,0.0633271,0.061744
instancia-20-50-5.2.2.0.1.col.solved,20,50,5,2,2,0,1,0.0648911,0.0604959
instancia-20-50-5.2.2.0.2.col.solved,20,50,5,2,2,0,2,0.0676129,0.063834
instancia-20-50-5.2.2.0.3.col.solved,20,50,5,2,2,0,3,0.06195,0.058414
instancia-20-50-5.2.2.1.0.col.solved,20,50,5,2,2,1,0,0.021925,0.0198989
instancia-20-50-5.2.2.2.0.col.solved,20,50,5,2,2,2,0,0.0579479,0.0557952
instancia-20-50-5.2.2.3.0.col.solved,20,50,5,2,2,3,0,0.0339961,0.033226
instancia-20-50-5.2.2.4.0.col.solved,20,50,5,2,2,4,0,0.024101,0.0233531
instancia-20-50-5.2.3.-1.0.col.solved,20,50,5,2,3,-1,0,0.0361459,0.032048
instancia-20-50-5.2.3.0.0.col.solved,20,50,5,2,3,0,0,0.040781,0.0399642
instancia-20-50-5.2.3.0.1.col.solved,20,50,5,2,3,0,1,0.0423231,0.041569
instancia-20-50-5.2.3.0.2.col.solved,20,50,5,2,3,0,2,0.0407209,0.0399699
instancia-20-50-5.2.3.0.3.col.solved,20,50,5,2,3,0,3,0.0498531,0.0477901
instancia-20-50-5.2.3.1.0.col.solved,20,50,5,2,3,1,0,0.0370991,0.036274
instancia-20-50-5.2.3.2.0.col.solved,20,50,5,2,3,2,0,0.040098,0.0392652
instancia-20-50-5.2.3.3.0.col.solved,20,50,5,2,3,3,0,0.0375509,0.0366812
instancia-20-50-5.2.3.4.0.col.solved,20,50,5,2,3,4,0,0.0283589,0.0261519
instancia-20-50-5.2.4.-1.0.col.solved,20,50,5,2,4,-1,0,0.064939,0.0619709
instancia-20-50-5.2.4.0.0.col.solved,20,50,5,2,4,0,0,0.079942,0.076719
instancia-20-50-5.2.4.0.1.col.solved,20,50,5,2,4,0,1,0.0785649,0.0741069
instancia-20-50-5.2.4.0.2.col.solved,20,50,5,2,4,0,2,0.083569,0.08058
instancia-20-50-5.2.4.0.3.col.solved,20,50,5,2,4,0,3,0.077847,0.0754161
instancia-20-50-5.2.4.1.0.col.solved,20,50,5,2,4,1,0,0.047025,0.0451031
instancia-20-50-5.2.4.2.0.col.solved,20,50,5,2,4,2,0,0.0670881,0.066318
instancia-20-50-5.2.4.3.0.col.solved,20,50,5,2,4,3,0,0.0417378,0.0395808
instancia-20-50-5.2.4.4.0.col.solved,20,50,5,2,4,4,0,0.0311699,0.030441
instancia-20-50-5.2.5.-1.0.col.solved,20,50,5,2,5,-1,0,0.0260959,0.0252762
instancia-20-50-5.2.5.0.0.col.solved,20,50,5,2,5,0,0,0.0461521,0.0439868
instancia-20-50-5.2.5.0.1.col.solved,20,50,5,2,5,0,1,0.0423751,0.04038
instancia-20-50-5.2.5.0.2.col.solved,20,50,5,2,5,0,2,0.0400281,0.0380599
instancia-20-50-5.2.5.0.3.col.solved,20,50,5,2,5,0,3,0.0377939,0.0369661
instancia-20-50-5.2.5.1.0.col.solved,20,50,5,2,5,1,0,0.0359092,0.0336151
instancia-20-50-5.2.5.2.0.col.solved,20,50,5,2,5,2,0,0.042397,0.040396
instancia-20-50-5.2.5.3.0.col.solved,20,50,5,2,5,3,0,0.031466,0.0297399
instancia-20-50-5.2.5.4.0.col.solved,20,50,5,2,5,4,0,0.0230129,0.020997
instancia-20-50-5.3.1.-1.0.col.solved,20,50,5,3,1,-1,0,0.0651791,0.0624719
instancia-20-50-5.3.1.0.0.col.solved,20,50,5,3,1,0,0,0.0757189,0.0709779
instancia-20-50-5.3.1.0.1.col.solved,20,50,5,3,1,0,1,0.0731211,0.070823
instancia-20-50-5.3.1.0.2.col.solved,20,50,5,3,1,0,2,0.0689862,0.066895
instancia-20-50-5.3.1.0.3.col.solved,20,50,5,3,1,0,3,0.0749991,0.0702469
instancia-20-50-5.3.1.1.0.col.solved,20,50,5,3,1,1,0,0.0547509,0.052767
instancia-20-50-5.3.1.2.0.col.solved,20,50,5,3,1,2,0,0.0644619,0.0617249
instancia-20-50-5.3.1.3.0.col.solved,20,50,5,3,1,3,0,0.0466211,0.0443718
instancia-20-50-5.3.1.4.0.col.solved,20,50,5,3,1,4,0,0.0361092,0.0353701
instancia-20-50-5.3.2.-1.0.col.solved,20,50,5,3,2,-1,0,0.0247669,0.0239811
instancia-20-50-5.3.2.0.0.col.solved,20,50,5,3,2,0,0,0.0419121,0.0412021
instancia-20-50-5.3.2.0.1.col.solved,20,50,5,3,2,0,1,0.0416789,0.0409429
instancia-20-50-5.3.2.0.2.col.solved,20,50,5,3,2,0,2,0.0416529,0.040993
instancia-20-50-5.3.2.0.3.col.solved,20,50,5,3,2,0,3,0.0419519,0.041188
instancia-20-50-5.3.2.1.0.col.solved,20,50,5,3,2,1,0,0.0234761,0.0227301
instancia-20-50-5.3.2.2.0.col.solved,20,50,5,3,2,2,0,0.0418789,0.041142
instancia-20-50-5.3.2.3.0.col.solved,20,50,5,3,2,3,0,0.0387049,0.0379539
instancia-20-50-5.3.2.4.0.col.solved,20,50,5,3,2,4,0,0.0312018,0.0297749
instancia-20-50-5.3.3.-1.0.col.solved,20,50,5,3,3,-1,0,0.0409172,0.0360711
instancia-20-50-5.3.3.0.0.col.solved,20,50,5,3,3,0,0,0.0503449,0.0491781
instancia-20-50-5.3.3.0.1.col.solved,20,50,5,3,3,0,1,0.0509789,0.0489669
instancia-20-50-5.3.3.0.2.col.solved,20,50,5,3,3,0,2,0.0491309,0.048418
instancia-20-50-5.3.3.0.3.col.solved,20,50,5,3,3,0,3,0.0556049,0.05355
instancia-20-50-5.3.3.1.0.col.solved,20,50,5,3,3,1,0,0.0250449,0.024215
instancia-20-50-5.3.3.2.0.col.solved,20,50,5,3,3,2,0,0.0545149,0.0525401
instancia-20-50-5.3.3.3.0.col.solved,20,50,5,3,3,3,0,0.0303621,0.028605
instancia-20-50-5.3.3.4.0.col.solved,20,50,5,3,3,4,0,0.0220931,0.0212388
instancia-20-50-5.3.4.-1.0.col.solved,20,50,5,3,4,-1,0,0.044091,0.0432851
instancia-20-50-5.3.4.0.0.col.solved,20,50,5,3,4,0,0,0.0455289,0.0447972
instancia-20-50-5.3.4.0.1.col.solved,20,50,5,3,4,0,1,0.0458701,0.045161
instancia-20-50-5.3.4.0.2.col.solved,20,50,5,3,4,0,2,0.0453479,0.044601
instancia-20-50-5.3.4.0.3.col.solved,20,50,5,3,4,0,3,0.045496,0.0446892
instancia-20-50-5.3.4.1.0.col.solved,20,50,5,3,4,1,0,0.051091,0.0489969
instancia-20-50-5.3.4.2.0.col.solved,20,50,5,3,4,2,0,0.0560441,0.053709
instancia-20-50-5.3.4.3.0.col.solved,20,50,5,3,4,3,0,0.0638041,0.060591
instancia-20-50-5.3.4.4.0.col.solved,20,50,5,3,4,4,0,0.0242441,0.0219572
instancia-20-50-5.3.5.-1.0.col.solved,20,50,5,3,5,-1,0,0.04125,0.038969
instancia-20-50-5.3.5.0.0.col.solved,20,50,5,3,5,0,0,0.0721111,0.0712709
instancia-20-50-5.3.5.0.1.col.solved,20,50,5,3,5,0,1,0.0748181,0.071233
instancia-20-50-5.3.5.0.2.col.solved,20,50,5,3,5,0,2,0.078428,0.076463
instancia-20-50-5.3.5.0.3.col.solved,20,50,5,3,5,0,3,0.075655,0.072438
instancia-20-50-5.3.5.1.0.col.solved,20,50,5,3,5,1,0,0.0410578,0.0402188
instancia-20-50-5.3.5.2.0.col.solved,20,50,5,3,5,2,0,0.0713239,0.07057
instancia-20-50-5.3.5.3.0.col.solved,20,50,5,3,5,3,0,0.051964,0.049588
instancia-20-50-5.3.5.4.0.col.solved,20,50,5,3,5,4,0,0.0361929,0.03532
instancia-20-50-5.4.1.-1.0.col.solved,20,50,5,4,1,-1,0,0.0626709,0.0605309
instancia-20-50-5.4.1.0.0.col.solved,20,50,5,4,1,0,0,0.028604,0.0267029
instancia-20-50-5.4.1.0.1.col.solved,20,50,5,4,1,0,1,0.0323081,0.0313392
instancia-20-50-5.4.1.0.2.col.solved,20,50,5,4,1,0,2,0.027231,0.0264132
instancia-20-50-5.4.1.0.3.col.solved,20,50,5,4,1,0,3,0.0276999,0.0269141
instancia-20-50-5.4.1.1.0.col.solved,20,50,5,4,1,1,0,0.061183,0.0590069
instancia-20-50-5.4.1.2.0.col.solved,20,50,5,4,1,2,0,0.0379028,0.0349269
instancia-20-50-5.4.1.3.0.col.solved,20,50,5,4,1,3,0,0.0216742,0.0209332
instancia-20-50-5.4.1.4.0.col.solved,20,50,5,4,1,4,0,0.0167539,0.0158291
instancia-20-50-5.4.2.-1.0.col.solved,20,50,5,4,2,-1,0,0.0400209,0.0375819
instancia-20-50-5.4.2.0.0.col.solved,20,50,5,4,2,0,0,0.0342581,0.0333939
instancia-20-50-5.4.2.0.1.col.solved,20,50,5,4,2,0,1,0.042558,0.0403278
instancia-20-50-5.4.2.0.2.col.solved,20,50,5,4,2,0,2,0.0368788,0.0359349
instancia-20-50-5.4.2.0.3.col.solved,20,50,5,4,2,0,3,0.0387931,0.0368369
instancia-20-50-5.4.2.1.0.col.solved,20,50,5,4,2,1,0,0.031713,0.030895
instancia-20-50-5.4.2.2.0.col.solved,20,50,5,4,2,2,0,0.040405,0.038167
instancia-20-50-5.4.2.3.0.col.solved,20,50,5,4,2,3,0,0.0246758,0.0226159
instancia-20-50-5.4.2.4.0.col.solved,20,50,5,4,2,4,0,0.01634,0.0154741
instancia-20-50-5.4.3.-1.0.col.solved,20,50,5,4,3,-1,0,0.0474949,0.045151
instancia-20-50-5.4.3.0.0.col.solved,20,50,5,4,3,0,0,0.0483429,0.0475619
instancia-20-50-5.4.3.0.1.col.solved,20,50,5,4,3,0,1,0.048574,0.0477452
instancia-20-50-5.4.3.0.2.col.solved,20,50,5,4,3,0,2,0.0484772,0.047677
instancia-20-50-5.4.3.0.3.col.solved,20,50,5,4,3,0,3,0.048825,0.048049
instancia-20-50-5.4.3.1.0.col.solved,20,50,5,4,3,1,0,0.0502279,0.049407
instancia-20-50-5.4.3.2.0.col.solved,20,50,5,4,3,2,0,0.058413,0.0562129
instancia-20-50-5.4.3.3.0.col.solved,20,50,5,4,3,3,0,0.0499361,0.046798
instancia-20-50-5.4.3.4.0.col.solved,20,50,5,4,3,4,0,0.0264721,0.0252118
instancia-20-50-5.4.4.-1.0.col.solved,20,50,5,4,4,-1,0,0.059587,0.0557928
instancia-20-50-5.4.4.0.0.col.solved,20,50,5,4,4,0,0,0.0677662,0.065707
instancia-20-50-5.4.4.0.1.col.solved,20,50,5,4,4,0,1,0.0667849,0.0645649
instancia-20-50-5.4.4.0.2.col.solved,20,50,5,4,4,0,2,0.075269,0.0717881
instancia-20-50-5.4.4.0.3.col.solved,20,50,5,4,4,0,3,0.072937,0.068789
instancia-20-50-5.4.4.1.0.col.solved,20,50,5,4,4,1,0,0.0566061,0.054523
instancia-20-50-5.4.4.2.0.col.solved,20,50,5,4,4,2,0,0.067584,0.06446
instancia-20-50-5.4.4.3.0.col.solved,20,50,5,4,4,3,0,0.0436761,0.041559
instancia-20-50-5.4.4.4.0.col.solved,20,50,5,4,4,4,0,0.028069,0.0272989
instancia-20-50-5.4.5.-1.0.col.solved,20,50,5,4,5,-1,0,0.046751,0.044204
instancia-20-50-5.4.5.0.0.col.solved,20,50,5,4,5,0,0,0.073462,0.0717211
instancia-20-50-5.4.5.0.1.col.solved,20,50,5,4,5,0,1,0.0632491,0.0624151
instancia-20-50-5.4.5.0.2.col.solved,20,50,5,4,5,0,2,0.074708,0.071089
instancia-20-50-5.4.5.0.3.col.solved,20,50,5,4,5,0,3,0.0737319,0.070992
instancia-20-50-5.4.5.1.0.col.solved,20,50,5,4,5,1,0,0.0591409,0.0571671
instancia-20-50-5.4.5.2.0.col.solved,20,50,5,4,5,2,0,0.0717349,0.069535
instancia-20-50-5.4.5.3.0.col.solved,20,50,5,4,5,3,0,0.0537429,0.0493851
instancia-20-50-5.4.5.4.0.col.solved,20,50,5,4,5,4,0,0.0408762,0.0378971
instancia-20-50-5.5.1.-1.0.col.solved,20,50,5,5,1,-1,0,0.014755,0.0128109
instancia-20-50-5.5.1.0.0.col.solved,20,50,5,5,1,0,0,0.0160339,0.0147011
instancia-20-50-5.5.1.0.1.col.solved,20,50,5,5,1,0,1,0.0153701,0.0134499
instancia-20-50-5.5.1.0.2.col.solved,20,50,5,5,1,0,2,0.023164,0.0210321
instancia-20-50-5.5.1.0.3.col.solved,20,50,5,5,1,0,3,0.0112519,0.0105062
instancia-20-50-5.5.1.1.0.col.solved,20,50,5,5,1,1,0,0.0116999,0.0108731
instancia-20-50-5.5.1.2.0.col.solved,20,50,5,5,1,2,0,0.011359,0.0106981
instancia-20-50-5.5.1.3.0.col.solved,20,50,5,5,1,3,0,0.0142,0.012717
instancia-20-50-5.5.1.4.0.col.solved,20,50,5,5,1,4,0,0.025497,0.023272
instancia-20-50-5.5.2.-1.0.col.solved,20,50,5,5,2,-1,0,0.053298,0.049576
instancia-20-50-5.5.2.0.0.col.solved,20,50,5,5,2,0,0,0.058749,0.0564401
instancia-20-50-5.5.2.0.1.col.solved,20,50,5,5,2,0,1,0.0509381,0.048563
instancia-20-50-5.5.2.0.2.col.solved,20,50,5,5,2,0,2,0.0487871,0.0477519
instancia-20-50-5.5.2.0.3.col.solved,20,50,5,5,2,0,3,0.0495229,0.0487401
instancia-20-50-5.5.2.1.0.col.solved,20,50,5,5,2,1,0,0.0506611,0.0486281
instancia-20-50-5.5.2.2.0.col.solved,20,50,5,5,2,2,0,0.0582809,0.0547762
instancia-20-50-5.5.2.3.0.col.solved,20,50,5,5,2,3,0,0.0534739,0.0508411
instancia-20-50-5.5.2.4.0.col.solved,20,50,5,5,2,4,0,0.0282249,0.0274389
instancia-20-50-5.5.3.-1.0.col.solved,20,50,5,5,3,-1,0,0.03672,0.033303
instancia-20-50-5.5.3.0.0.col.solved,20,50,5,5,3,0,0,0.052371,0.05053
instancia-20-50-5.5.3.0.1.col.solved,20,50,5,5,3,0,1,0.0472832,0.046488
instancia-20-50-5.5.3.0.2.col.solved,20,50,5,5,3,0,2,0.0509789,0.0486112
instancia-20-50-5.5.3.0.3.col.solved,20,50,5,5,3,0,3,0.0587342,0.0561321
instancia-20-50-5.5.3.1.0.col.solved,20,50,5,5,3,1,0,0.0392952,0.0371811
instancia-20-50-5.5.3.2.0.col.solved,20,50,5,5,3,2,0,0.0501008,0.0480521
instancia-20-50-5.5.3.3.0.col.solved,20,50,5,5,3,3,0,0.043772,0.04298
instancia-20-50-5.5.3.4.0.col.solved,20,50,5,5,3,4,0,0.0285079,0.0277622
instancia-20-50-5.5.4.-1.0.col.solved,20,50,5,5,4,-1,0,0.0354979,0.034085
instancia-20-50-5.5.4.0.0.col.solved,20,50,5,5,4,0,0,0.0244229,0.0223789
instancia-20-50-5.5.4.0.1.col.solved,20,50,5,5,4,0,1,0.024482,0.022882
instancia-20-50-5.5.4.0.2.col.solved,20,50,5,5,4,0,2,0.0182729,0.0175772
instancia-20-50-5.5.4.0.3.col.solved,20,50,5,5,4,0,3,0.026721,0.024657
instancia-20-50-5.5.4.1.0.col.solved,20,50,5,5,4,1,0,0.040776,0.0392051
instancia-20-50-5.5.4.2.0.col.solved,20,50,5,5,4,2,0,0.0257001,0.023607
instancia-20-50-5.5.4.3.0.col.solved,20,50,5,5,4,3,0,0.018748,0.0167911
instancia-20-50-5.5.4.4.0.col.solved,20,50,5,5,4,4,0,0.0124221,0.0115912
instancia-20-50-5.5.5.-1.0.col.solved,20,50,5,5,5,-1,0,0.018714,0.0167389
instancia-20-50-5.5.5.0.0.col.solved,20,50,5,5,5,0,0,0.025898,0.0248098
instancia-20-50-5.5.5.0.1.col.solved,20,50,5,5,5,0,1,0.016681,0.0158188
instancia-20-50-5.5.5.0.2.col.solved,20,50,5,5,5,0,2,0.016268,0.015183
instancia-20-50-5.5.5.0.3.col.solved,20,50,5,5,5,0,3,0.016691,0.01595
instancia-20-50-5.5.5.1.0.col.solved,20,50,5,5,5,1,0,0.0179422,0.0170059
instancia-20-50-5.5.5.2.0.col.solved,20,50,5,5,5,2,0,0.0150449,0.014328
instancia-20-50-5.5.5.3.0.col.solved,20,50,5,5,5,3,0,0.020833,0.0191438
instancia-20-50-5.5.5.4.0.col.solved,20,50,5,5,5,4,0,0.0296309,0.0261259
instancia-20-50-8.1.1.-1.0.col.solved,20,50,8,1,1,-1,0,0.033072,0.031867
instancia-20-50-8.1.1.0.0.col.solved,20,50,8,1,1,0,0,0.0260959,0.0249579
instancia-20-50-8.1.1.0.1.col.solved,20,50,8,1,1,0,1,0.036417,0.0330501
instancia-20-50-8.1.1.0.2.col.solved,20,50,8,1,1,0,2,0.029253,0.026216
instancia-20-50-8.1.1.0.3.col.solved,20,50,8,1,1,0,3,0.0272682,0.0259709
instancia-20-50-8.1.1.1.0.col.solved,20,50,8,1,1,1,0,0.036505,0.0353899
instancia-20-50-8.1.1.2.0.col.solved,20,50,8,1,1,2,0,0.026475,0.025331
instancia-20-50-8.1.1.3.0.col.solved,20,50,8,1,1,3,0,0.032995,0.031909
instancia-20-50-8.1.1.4.0.col.solved,20,50,8,1,1,4,0,0.0206699,0.019387
instancia-20-50-8.1.2.-1.0.col.solved,20,50,8,1,2,-1,0,0.345943,0.341978
instancia-20-50-8.1.2.0.0.col.solved,20,50,8,1,2,0,0,0.189827,0.185717
instancia-20-50-8.1.2.0.1.col.solved,20,50,8,1,2,0,1,0.181139,0.177336
instancia-20-50-8.1.2.0.2.col.solved,20,50,8,1,2,0,2,0.216353,0.212482
instancia-20-50-8.1.2.0.3.col.solved,20,50,8,1,2,0,3,0.210892,0.209387
instancia-20-50-8.1.2.1.0.col.solved,20,50,8,1,2,1,0,0.546375,0.545285
instancia-20-50-8.1.2.2.0.col.solved,20,50,8,1,2,2,0,0.19004,0.185625
instancia-20-50-8.1.2.3.0.col.solved,20,50,8,1,2,3,0,0.496997,0.493204
instancia-20-50-8.1.2.4.0.col.solved,20,50,8,1,2,4,0,0.110307,0.106138
instancia-20-50-8.1.3.-1.0.col.solved,20,50,8,1,3,-1,0,0.099848,0.0971718
instancia-20-50-8.1.3.0.0.col.solved,20,50,8,1,3,0,0,0.173411,0.168497
instancia-20-50-8.1.3.0.1.col.solved,20,50,8,1,3,0,1,0.198673,0.192638
instancia-20-50-8.1.3.0.2.col.solved,20,50,8,1,3,0,2,0.206162,0.200618
instancia-20-50-8.1.3.0.3.col.solved,20,50,8,1,3,0,3,0.208253,0.202295
instancia-20-50-8.1.3.1.0.col.solved,20,50,8,1,3,1,0,0.399448,0.396381
instancia-20-50-8.1.3.2.0.col.solved,20,50,8,1,3,2,0,0.162292,0.158229
instancia-20-50-8.1.3.3.0.col.solved,20,50,8,1,3,3,0,0.844919,0.839692
instancia-20-50-8.1.3.4.0.col.solved,20,50,8,1,3,4,0,0.055306,0.0503321
